"","SITE_ID","YEAR","LANDAREA","PFOR","PWETL","PURB","PAGT","RDDENS","POPDENS","ELEV","PRECIP_M","SAMPLED.x","DATECHEM","TEAM_ID.x","SAMP_LOC","PHSTVL","PHSTVLF","COND","CONDF","ANC","ANCF","TURB","TURBF","TSS","TSSF","COLOR","COLORF","DOC","DOCF","DIC","DICF","PTL","PTLF","SE","SEF","CA","CAF","MG","MGF","NA.","NAF","K","KF","NH4","NH4F","SO4","SO4F","NO3","NO3F","CL","CLF","NTL","NTLF","ZN","ZNF","SIO2","SIO2F","H","OH","HCO3","CO3","ALKCALC","CATSUM","ANSUM","ANDEF","SOBC","IONSTR","BALANCE","ORGION","CONCAL","CONDHO","DAY_SHIP","COM_LAB","COM_FLD","COM_IM","VISIT_NO","SITENAME","STATE","SOURCE","PROB_SITE","INDEX_SAMPTYPE","INDXVIS_BENT","RT_WSA","ECOREGL3","ECOWSA9","HUC","XWIDTH","ABUNDTOT_OTU","ABUNDTOT","TOTLNIND","TOTLRICH","DOM1TAXA","DOM1PIND","DOM3PIND","DOM5PIND","HPRIME","SIMPSON","HBI","CHIRRICH","CHIRPTAX","CHIRPIND","EPHERICH","EPHEPTAX","EPHEPIND","PLECRICH","PLECPTAX","PLECPIND","TRICRICH","TRICPTAX","TRICPIND","EPT_RICH","EPT_PTAX","EPT_PIND","NOINRICH","NOINPTAX","NOINPIND","MOLLRICH","MOLLPTAX","MOLLPIND","ODONRICH","ODONPTAX","ODONPIND","MITERICH","MITEPTAX","MITEPIND","COLPRICH","COLPPTAX","COLPPIND","AMPHRICH","AMPHPTAX","AMPHPIND","OLLERICH","OLLEPTAX","OLLEPIND","COFIRICH","COFIPTAX","COFIPIND","COGARICH","COGAPTAX","COGAPIND","PREDRICH","PREDPTAX","PREDPIND","SCRPRICH","SCRPPTAX","SCRPPIND","SHRDRICH","SHRDPTAX","SHRDPIND","INTLRICH","INTLPTAX","INTLPIND","FACLRICH","FACLPTAX","FACLPIND","TOLRRICH","TOLRPTAX","TOLRPIND","TL01RICH","TL01PTAX","TL01PIND","TL23RICH","TL23PTAX","TL23PIND","TL45RICH","TL45PTAX","TL45PIND","TL67RICH","TL67PTAX","TL67PIND","TL89RICH","TL89PTAX","TL89PIND","CLNGRICH","CLNGPTAX","CLNGPIND","BURRRICH","BURRPTAX","BURRPIND","CLMBRICH","CLMBPTAX","CLMBPIND","SWIMRICH","SWIMPTAX","SWIMPIND","SPRLRICH","SPRLPTAX","SPRLPIND","TL03PIND","TL03PTAX","TL03RICH","TL05PIND","TL05PTAX","TL05RICH","TL07PIND","TL07PTAX","TL07RICH","EXOTRICH","EXOTPIND","EPHE_PT","INTL_PT","EPT_PT","BURR_PT","SCRP_PT","HPRI_PT","MMI_WSA","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","MMI_WSABEST","OE_5_3REG","DATE_COL","TEAM_ID.y","NINTRVL","SWIDTH","FLOW","FLOW_CFS","FLOWMETH","COMM_FLW","SAMPLED.y","XS_AREA"
"312","OWW04440-0428",2004,0.62,100,0,0,0,0,0.64,335,0.77,"Yes","07/08/2004",2,"F",6.88,"H4",53," ",453.7," ",2.05,"H4",4.3,"H15",60," ",9.98," ",6.02," ",51," ",0,"H197B",385.5," ",143.4," ",32.3,"H232",7.5," ",1," ",34.8," ",1.7," ",4.7," ",648," ",0,"H203B",1.67," ",0.132,0.076,386.459,0.275,386.65,569.84,428,141.85,568.72,0.001,14.22,97.24,53.31,51.08,1," "," ","  ",1,"BARTON BROOK","NY","WSA","Y","REACHWIDE","Y","S",58,"NAP",4150306,3.580645,484,553,300,35,"CHIRONOMIDAE-CHIRONOMUS",17.254901961,43.921568627,63.921568627,2.7400693201,0.0949634756,5.3476666667,20,57.142857143,67,2,5.7142857143,4,0,0,0,4,11.428571429,22,6,17.142857143,26,5,14.285714286,5.6666666667,2,5.7142857143,4.6666666667,1,2.8571428571,0.3333333333,1,2.8571428571,0.3333333333,1,2.8571428571,0.3333333333,0,0,0,2,5.7142857143,0.6666666667,10,28.571428571,44.333333333,15,42.857142857,54.333333333,9,25.714285714,7.3333333333,3,8.5714285714,1,3,8.5714285714,2,4,11.428571429,24.666666667,21,60,52.333333333,10,28.571428571,23,0,0,0,6,17.142857143,42,14,40,18.333333333,6,17.142857143,17.333333333,9,25.714285714,22.333333333,14,40,47.333333333,9,25.714285714,33,5,14.285714286,10,0,0,0,9,25.714285714,26,42,17.142857143,6,60.333333333,57.142857143,20,77.666666667,74.285714286,26,0,0,1,0,1.5854528167,0.2576833637,0,4.4099946466,12.088551378,1.5854528167,3.1483157366,0,2.7536231884,1.4285714286,2.7425707125,19.430889805,0.69068448,"07/08/2004",2,NA,2.3,0.1497,5.286,"ROUGH_EST",".","Yes",NA
"313","OWW04440-0429",2004,10102.16,0.09,0.02,0.28,0.3,0.93,1.48,772,0.315,"Yes","08/10/2004",1,"K",7.9,"H8",9480,"H13",1637.1,"H13",12.9,"H7",27.8,"H20",10,"H7",1.48," ",17.93,"H7",54," ",0,"B",25419.6,"H206",15455.7,"H205",58499.5,"H211",2076,"H218",1.3," ",36881.7,"H14",0,"H9B",63615.4,"H14",1061," ",16.9,"H189",7.66,"H9",0.013,0.794,1446.314,10.772,1457.78,101452.05,101954.96,-502.91,101450.8,0.218,-0.25,14.71,13283.44,9158.28,6," "," ","  ",1,"PECOS RIVER","TX","WSA","Y","REACHWIDE","Y","T",24,"XER",13070001,11.1,497,511,300,12,"CHIRONOMIDAE-POLYPEDILUM",53.658536585,77.003484321,92.334494774,1.5427146223,0.3293350654,6.258,5,41.666666667,86,0,0,0,0,0,0,0,0,0,0,0,0,3,25,8.6666666667,1,8.3333333333,0.6666666667,2,16.666666667,2.3333333333,0,0,0,1,8.3333333333,0.3333333333,1,8.3333333333,2.3333333333,1,8.3333333333,5.6666666667,0,0,3,7,58.333333333,43.333333333,4,33.333333333,5.3333333333,1,8.3333333333,0.6666666667,2,16.666666667,53.666666667,1,8.3333333333,0.6666666667,5,41.666666667,76.333333333,6,50,23,1,8.3333333333,0.6666666667,0,0,0,3,25,61.666666667,5,41.666666667,19,3,25,18.666666667,2,16.666666667,57,5,41.666666667,37.666666667,3,25,53.666666667,1,8.3333333333,0.3333333333,2,16.666666667,2.6666666667,0.6666666667,8.3333333333,1,62.333333333,33.333333333,4,81.333333333,75,9,0,0,0,0,0,0,1.4285714286,1.0898635608,4.197391649,8.366493215,0,1.4285714286,0.1733333333,0,0,16.613996628,0.20194301,"08/10/2004",NA,NA,NA,0.2075899179,7.33,"QVAL",".","Yes",NA
"314","OWW04440-0432",2004,265.97,2.73,0.34,7.24,89.64,2.6,115.56,204,1.031,"Yes","09/12/2004",3,"F",7.91,"H4",1234," ",5347.3," ",3.93," ",13.8," ",15," ",2.83," ",61.67,"H50",840,"H79",0,"B",4587.9," ",2407.6," ",5782," ",177," ",3.6," ",1321.5,"H10",392.3,"H10",5460.3,"H10",6188,"H79",22.2," ",8.88,"H9",0.012,0.813,4977.859,37.937,5016.26,12958.04,12190.59,767.45,12954.53,0.025,3.05,28.2,1477.99,1321.18,2," "," ","  ",1,"GRASSY CREEK","IN","WSA","Y","REACHWIDE","Y","T",55,"TPL",5120204,11.94,507,518,300,40,"ELMIDAE-STENELMIS",21.355932203,50.847457627,68.813559322,2.726768922,0.1114737144,4.6333333333,20,50,24,4,10,13.333333333,0,0,0,4,10,28.333333333,8,20,41.666666667,6,15,9.3333333333,2,5,2,2,5,1,1,2.5,1,1,2.5,21,0,0,0,1,2.5,2.3333333333,9,22.5,43,15,37.5,30,13,32.5,27.666666667,5,12.5,23.666666667,4,10,4.6666666667,5,12.5,21.333333333,26,65,70,8,20,7,0,0,0,11,27.5,34.666666667,13,32.5,42,12,30,18,3,7.5,3.6666666667,18,45,74,6,15,4.6666666667,5,12.5,13.333333333,0,0,0,13,32.5,10.333333333,34.666666667,27.5,11,76.666666667,60,24,94.666666667,90,36,1,0.01,3,5,3.9687668282,8.0431754875,5,7.4816416024,54.155973197,5.1483946586,7.4816416024,5,8.8235294118,3,8.9119170984,63.942471285,1.29029836,"09/12/2004",NA,16,4.8768,0.24752,8.74,"VEL_DEPTH",".","Yes",5766.182016
"315","OWW04440-0433",2004,11.19,45.46,7.83,0,46.69,0.33,5.2,24,1.474,"Yes","06/28/2004",2,"F",6.16,"H4",30," ",94.9," ",17.1," ",9.1," ",70,"H4",14.37," ",2.24,"H4",29," ",0,"B",116.6," ",56.1," ",86.7,"H242",8.5," ",1.9," ",25.5," ",2.4," ",81.6," ",671," ",6.5,"H213",4.58," ",0.692,0.014,72.981,0.01,72.31,270.49,182.48,88.01,267.87,0.001,19.43,133.89,26.94,25.71,2," "," ","  ",1,"COWPEN CREEK","LA","WSA","Y","REACHWIDE","Y","S",35,"CPL",8080205,3.3705,368,381,300,45,"HEPTAGENIIDAE-STENACRON",18.661971831,42.605633803,55.281690141,3.0363661157,0.0828456655,5.413,16,35.555555556,28.333333333,5,11.111111111,26.333333333,0,0,0,2,4.4444444444,1.6666666667,7,15.555555556,28,13,28.888888889,35.666666667,5,11.111111111,21,4,8.8888888889,2.6666666667,2,4.4444444444,4,3,6.6666666667,4.6666666667,2,4.4444444444,2,2,4.4444444444,0.6666666667,5,11.111111111,12,19,42.222222222,54.333333333,15,33.333333333,12.333333333,8,17.777777778,23.333333333,3,6.6666666667,3.6666666667,5,11.111111111,8.3333333333,24,53.333333333,68.333333333,16,35.555555556,22.666666667,0,0,0,9,20,12.333333333,15,33.333333333,55.333333333,10,22.222222222,12.666666667,11,24.444444444,19,13,28.888888889,33.666666667,7,15.555555556,19.666666667,10,22.222222222,21.333333333,3,6.6666666667,1.3333333333,11,24.444444444,21.666666667,12.333333333,20,9,67.666666667,53.333333333,24,80.333333333,75.555555556,34,0,0,7.1428571429,4,3.4710557647,7.6182618262,8.75,8.4812342258,65.772348266,5.163669894,8.38086459,2.5,3.6021947874,3.75,3.2503250325,44.411757173,0.8313155,"06/28/2004",NA,17,4.3,0.51502,18.185,"VEL_DEPTH",".","Yes",12560.3
"316","OWW04440-0435",2004,95.67,1.25,0.6,0,27.49,0.76,1.31,364,0.897,"Yes","08/25/2004",1,"F",7.95," ",506," ",4202.1," ",2.79,"H5",21.9,"H16",15," ",2.63," ",44," ",41," ",0,"B",3677.4,"H198",1154.5," ",469.6," ",61.2,"H189",2.1," ",1145.9," ",14.3," ",124.1," ",454," ",14.8," ",9.32," ",0.011,0.891,3558.583,29.737,3588.96,5364.68,4873.55,491.13,5362.69,0.014,4.8,26.21,570.81,499.09,2," "," ","  ",1,"ELM CREEK","KS","WSA","Y","REACHWIDE","Y","R",40,"TPL",10290101,11.7225,364,408,300,45,"CAENIDAE-CAENIS",15.969581749,33.840304183,47.148288973,3.1681272776,0.0643207217,4.8553333333,23,51.111111111,44.666666667,5,11.111111111,25.333333333,0,0,0,4,8.8888888889,11.666666667,9,20,37,4,8.8888888889,4.3333333333,2,4.4444444444,2.6666666667,2,4.4444444444,0.6666666667,0,0,0,3,6.6666666667,10.666666667,0,0,0,1,2.2222222222,1.3333333333,7,15.555555556,26.666666667,22,48.888888889,43.333333333,14,31.111111111,17.666666667,7,15.555555556,22.666666667,3,6.6666666667,10,7,15.555555556,17.666666667,28,62.222222222,74,8,17.777777778,7.3333333333,2,4.4444444444,4,9,20,21.333333333,14,31.111111111,36.333333333,13,28.888888889,32.666666667,5,11.111111111,4.6666666667,16,35.555555556,49.666666667,12,26.666666667,14.666666667,5,11.111111111,17,1,2.2222222222,2.3333333333,13,28.888888889,27,25.333333333,24.444444444,11,61.666666667,55.555555556,25,94.333333333,84.444444444,38,0,0,4,7,3.9687668282,3.9809656453,7.5,9.9893595317,60.731820009,4.5623508728,9.9893595317,7.5,7.6470588235,4,7.6645557475,68.938874959,1.26831883,"08/25/2004",NA,15,1.9,0.23116,8.162,"VEL_DEPTH",".","Yes",3071.6666667
"317","OWW04440-0436",2004,8.9,4.41,9.32,83.53,1.36,8.67,825.51,1,1.299,"Yes","07/17/2004",2,"K",7.13,"H4",240,"H9",1568.8," ",0.326,"H5",1.8,"H25",20," ",6.6," ",19.26,"H5",71," ",0,"H188B",1390.3," ",405.6," ",490.2," ",45.4," ",2," ",383.9," ",9.6,"H97",542.1,"H36",513," ",0,"H212B",6.92," ",0.074,0.135,1373.421,1.737,1375.13,2333.52,2311.02,22.5,2331.46,0.006,0.48,64.86,266.27,243.48,3,"undiluted re-run for stability 10/20/04","REACH WAS SLID DUE TO AN UPSTREAM CONFLUENCE. WATER SAMPLE WAS TAKEN AT X SITE COORD., THEREFORE TRANSECT K.","  ",1,"OLDFIELD CREEK","FL","WSA","Y","REACHWIDE","Y","S",75,"CPL",3080103,3.4,513,519,300,25,"GAMMARIDAE-GAMMARUS",21.376811594,53.623188406,75,2.4115215938,0.1262339845,6.2696666667,6,24,8,0,0,0,0,0,0,2,8,1,2,8,1,13,52,82,9,36,50,0,0,0,0,0,0,4,16,9,1,4,19.666666667,3,12,12.333333333,5,20,40,7,28,42.666666667,5,20,2,9,36,18.333333333,3,12,25,0,0,0,17,68,64.666666667,6,24,34,0,0,0,1,4,2.6666666667,14,56,59.666666667,4,16,3,4,16,33.333333333,9,36,22.666666667,5,20,44,7,28,13.666666667,0,0,0,6,24,21.666666667,2.6666666667,4,1,62.333333333,60,15,65.333333333,76,19,1,0.16,0,0,1.282942369,6.0466760962,10,4.7396502621,36.782114545,0,4.6835597264,2.5,5.3580246914,0.625,5.8505850585,31.69528246,0.51717483,"07/17/2004",NA,19,2.925,0.14439,5.098,"VEL_DEPTH",".","Yes",6567.678
"318","OWW04440-0437",2004,21.87,54.16,3.92,0.71,40.07,1.76,10.41,103,1.074,"Yes","09/02/2004",1,"I",6.77," ",112,"H8",698.5," ",6.8," ",5.7," ",25," ",8.94," ",10.29," ",93," ",0,"B",455.3," ",209.6," ",288.9," ",59.7,"H189",8.5," ",47.8," ",2," ",306.7,"H11",636," ",0,"B",26.08," ",0.17,0.059,619.551,0.342,619.74,1022.16,976.45,45.7,1013.52,0.002,2.29,86.66,112.7,108.5,1," "," ","  ",1,"GLIDE CREEK","TX","WSA","Y","REACHWIDE","Y","S",35,"CPL",12010003,4.4355,579,584,300,45,"CHIRONOMIDAE-POLYPEDILUM",33.89261745,49.32885906,60.067114094,2.7653732323,0.1408720328,5.9283333333,23,51.111111111,67.666666667,2,4.4444444444,5,0,0,0,1,2.2222222222,1.3333333333,3,6.6666666667,6.3333333333,8,17.777777778,11,3,6.6666666667,2,1,2.2222222222,0.3333333333,3,6.6666666667,1,1,2.2222222222,0.3333333333,1,2.2222222222,6,1,2.2222222222,2,3,6.6666666667,7.6666666667,17,37.777777778,25,20,44.444444444,28,2,4.4444444444,0.6666666667,5,11.111111111,45.333333333,1,2.2222222222,5.6666666667,29,64.444444444,70,14,31.111111111,23.666666667,0,0,0,1,2.2222222222,5.6666666667,19,42.222222222,48.333333333,14,31.111111111,31.666666667,10,22.222222222,13.666666667,5,11.111111111,46,19,42.222222222,28.333333333,5,11.111111111,35,0,0,0,14,31.111111111,24.333333333,5.6666666667,2.2222222222,1,54,44.444444444,20,85.666666667,75.555555556,34,0,0,2.8571428571,0,0.8968047109,0,1.25,6.8585223493,19.770783195,8.5753803596,6.7773564043,5,0,1.25,4.2504250425,43.088603011,0.8917548,"09/02/2004",NA,NA,2.31648,0,0,"VISUAL_EST","G1  REACH IS VERY SLOUGH-LIKE. NEGATIVE NUMBERS. .","Yes",1353.287616
"319","OWW04440-0439",2004,4.02,76.18,2.05,12.64,9.1,2.09,32.15,8,1.125,"Yes","09/01/2004",20,"F",7.54," ",177," ",1084.4," ",67.1," ",3.6,"H15",20," ",4.16," ",13.47," ",113," ",0,"B",977.7," ",261.5," ",344.3," ",45.8,"H190",2.9," ",107.2," ",8.3," ",456.3,"H12",271," ",0,"B",14.92," ",0.029,0.347,1051.932,3.42,1055.6,1632.13,1627.49,4.64,1629.23,0.004,0.14,41.22,183.93,174.82,1," "," ","  ",1,"PERSIMMON CREEK","MD","WSA","Y","REACHWIDE","Y","T",65,"CPL",2060006,2.335,508,536,300,42,"CHIRONOMIDAE-POLYPEDILUM",23.448275862,42.413793103,54.482758621,2.9177469382,0.0925326992,5.088,18,42.857142857,62,2,4.7619047619,9.6666666667,1,2.380952381,0.3333333333,6,14.285714286,11.333333333,9,21.428571429,21.333333333,4,9.5238095238,3.6666666667,1,2.380952381,1,2,4.7619047619,1,1,2.380952381,1,5,11.904761905,8,1,2.380952381,1.3333333333,1,2.380952381,0.3333333333,8,19.047619048,27,16,38.095238095,28,15,35.714285714,14,5,11.904761905,15,6,14.285714286,31.666666667,7,16.666666667,7.6666666667,27,64.285714286,84,7,16.666666667,8,1,2.380952381,0.3333333333,8,19.047619048,19.333333333,20,47.619047619,54.333333333,7,16.666666667,22.333333333,5,11.904761905,3.3333333333,16,38.095238095,64.333333333,12,28.571428571,14.666666667,3,7.1428571429,24,2,4.7619047619,2.6666666667,11,26.19047619,16.666666667,19.666666667,21.428571429,9,74,69.047619048,29,96.333333333,85.714285714,36,0,0,2.8571428571,6,5.171900211,3.0157607597,5,7.7709397498,49.692905963,9.5896726602,7.6789759658,6.25,5.8753674309,5,7.500750075,69.82461022,1.06504935,"09/01/2004",NA,13,2.3,0.02702,0.954,"VEL_DEPTH",".","Yes",852.91666667
"320","OWW04440-0440",2004,17.09,9.77,0.64,0,89.03,1.72,11.2,308,0.802,"Yes","06/30/2004",1,"F",8.13," ",788," ",6588.9," ",3.26," ",5.8,"H19",20," ",5.98," ",75.96,"H6",105," ",0,"B",4561.7,"H237",3808.3," ",740.8," ",71.2," ",2.2," ",478.4,"H9",479.7,"H9",1215.3,"H9",7725," ",0,"H211B",11.89,"H8",0.007,1.349,6182.217,78.192,6261.34,9183.99,8435.25,748.74,9181.91,0.022,4.25,59.55,961.68,883.31,2," "," ","  ",1,"NO NAME CREEK","WI","WSA","Y","REACHWIDE","Y","S",53,"TPL",7090001,1.885,492,509,300,31,"CHIRONOMIDAE-CRICOTOPUS",19.112627986,43.003412969,59.385665529,2.743272086,0.0925695116,5.5443333333,12,38.709677419,48.333333333,1,3.2258064516,11.333333333,0,0,0,2,6.4516129032,1,3,9.6774193548,12.333333333,10,32.258064516,19.666666667,3,9.6774193548,5.3333333333,0,0,0,2,6.4516129032,2.6666666667,3,9.6774193548,9,0,0,0,4,12.903225806,7.3333333333,4,12.903225806,14.666666667,17,54.838709677,75.666666667,6,19.35483871,4.3333333333,4,12.903225806,10.666666667,2,6.4516129032,20.333333333,2,6.4516129032,13.666666667,19,61.290322581,66.666666667,10,32.258064516,19.666666667,0,0,0,6,19.35483871,26,10,32.258064516,27,6,19.35483871,27.666666667,9,29.032258065,19.333333333,12,38.709677419,56.666666667,8,25.806451613,32.333333333,4,12.903225806,10.333333333,1,3.2258064516,2.3333333333,11,35.483870968,48,26,19.35483871,6,53,51.612903226,16,80.666666667,70.967741935,22,0,0,0,2,1.189396703,4.2804834217,3.75,7.5754095793,31.32548284,1.4646908619,7.5754095793,3.75,5.2941176471,0,1.4741768344,32.597324871,0.90168757,"06/30/2004",NA,NA,NA,0.09,3.1959,"QVAL",".","Yes",NA
"321","OWW04440-0442",2004,19.95,47.74,0,0.29,51.95,1.94,24.59,354,1.16,"Yes","08/15/2004",NA," ",7.7,"H4",200,"H8",1106.3,"H8",7.25,"H4",27.5,"H15",15," ",1.71," ",13.72," ",35," ",0,"B",1061.1," ",487.9," ",321," ",57," ",1.1," ",403.3," ",108.7," ",253.2," ",1641," ",0,"H184B",6.81," ",0.02,0.501,1091.096,5.127,1096.63,1928.08,1861.96,66.12,1926.94,0.005,1.74,17.01,217.67,196.4,2," "," ","  ",1,"ROSS RUN","PA","WSA","Y","REACHWIDE","Y","S",70,"SAP",5010006,5.53,438,459,300,36,"BAETIDAE-BAETIS",15.19434629,40.989399293,55.477031802,2.8496734194,0.0830201401,4.2643333333,12,33.333333333,19.333333333,6,16.666666667,38.333333333,2,5.5555555556,1.3333333333,2,5.5555555556,7.3333333333,10,27.777777778,47,2,5.5555555556,0.6666666667,1,2.7777777778,0.3333333333,1,2.7777777778,0.3333333333,0,0,0,4,11.111111111,21.333333333,0,0,0,1,2.7777777778,0.3333333333,8,22.222222222,35.333333333,15,41.666666667,25.333333333,10,27.777777778,7.6666666667,5,13.888888889,30.666666667,3,8.3333333333,5.6666666667,10,27.777777778,19,21,58.333333333,78.666666667,5,13.888888889,2.3333333333,2,5.5555555556,1.3333333333,13,36.111111111,46.333333333,11,30.555555556,39.666666667,7,19.444444444,11.666666667,3,8.3333333333,1,21,58.333333333,79,5,13.888888889,2.3333333333,3,8.3333333333,6,1,2.7777777778,12.333333333,11,30.555555556,7.6666666667,47.666666667,41.666666667,15,87.333333333,72.222222222,26,99,91.666666667,33,0,0,4,4.375,2.9734699238,5.155968033,2.2222222222,5.9235068104,41.083611649,4.8541037804,5.7530461828,2.2222222222,5.155968033,2.5,5.4495672143,43.224845721,1.04726538,"08/15/2004",NA,16,3.4,0.11341,4.005,"VEL_DEPTH",".","Yes",4672.076
"322","OWW04440-0445",2004,37.58,41.25,0.01,50.25,4.3,7.98,819.11,242,0.799,"Yes","06/23/2004",1,"F",7.77," ",143," ",1268.7," ",28.6," ",22.8," ",45," ",7.37," ",14.68," ",316,"H33",0,"B",1231.4," ",73.8," ",57.2," ",96.9," ",5.8," ",65.2," ",34.9," ",52.2," ",1372,"H33",0,"H218B",5.4," ",0.017,0.589,1174.023,6.482,1181,1464.84,1333.41,131.43,1459.21,0.003,4.7,73.2,152.04,144.9,1," "," ","  ",1,"OLMOS CREEK","TX","WSA","Y","REACHWIDE","Y","S",32,"SPL",12100301,5.525,225,241,241,21,"PLANORBIDAE-PROMENETUS",66.820276498,79.262672811,87.557603687,1.4552161755,0.4594491282,8.0157676349,3,14.285714286,1.6597510373,2,9.5238095238,1.6597510373,0,0,0,1,4.7619047619,0.4149377593,3,14.285714286,2.0746887967,8,38.095238095,83.817427386,3,14.285714286,68.049792531,2,9.5238095238,0.8298755187,0,0,0,0,0,0,0,0,0,3,14.285714286,11.618257261,2,9.5238095238,2.9045643154,9,42.857142857,82.987551867,6,28.571428571,6.22406639,4,19.047619048,68.87966805,1,4.7619047619,1.244813278,2,9.5238095238,3.3195020747,7,33.333333333,4.5643153527,12,57.142857143,92.116182573,1,4.7619047619,0.4149377593,2,9.5238095238,3.3195020747,5,23.80952381,3.734439834,4,19.047619048,8.7136929461,9,42.857142857,83.817427386,2,9.5238095238,1.244813278,7,33.333333333,14.522821577,4,19.047619048,73.858921162,1,4.7619047619,3.734439834,6,28.571428571,2.9045643154,3.734439834,14.285714286,3,7.468879668,38.095238095,8,16.182572614,57.142857143,12,0,0,1.4285714286,1.4285714286,2.1494708995,0.8896034298,4.2857142857,1.3991287938,19.30176711,0.2150143574,1.3991287938,4.2857142857,0.8896034298,1.3333333333,1.4285714286,15.918942714,0.17847831,"06/23/2004",NA,NA,NA,0,0,"VISUAL_EST","NO FLOW. .","Yes",NA
"323","OWW04440-0447",2004,3.77,97.68,0,0.02,2.29,0.87,20.44,399,0.857,"Yes","07/21/2004",2,"X",7.46,"H4",167,"H8",1161,"H8",4.87," ",2.7," ",10," ",4.17," ",14.96," ",28,"H33",0,"H217B",793.2," ",348.4," ",421.3," ",28.1," ",1.1," ",113.5," ",10.6," ",320.8," ",358,"H33",6.8,"H208",7.55," ",0.035,0.288,1153.768,3.12,1157.06,1592.06,1601.98,-9.92,1590.97,0.003,-0.31,41.21,174.81,165.44,1," "," ","  ",1,"SHEQUAGA CREEK","NY","WSA","Y","REACHWIDE","Y","S",60,"NAP",4140201,2.33871,403,465,300,38,"CHIRONOMIDAE-MICROPSECTRA",26.818181818,46.363636364,58.636363636,2.8036112808,0.1099586777,5.548,16,42.105263158,54.333333333,0,0,0,2,5.2631578947,0.6666666667,5,13.157894737,15.666666667,7,18.421052632,16.333333333,7,18.421052632,24.333333333,4,10.526315789,22.333333333,0,0,0,1,2.6315789474,0.6666666667,2,5.2631578947,0.6666666667,0,0,0,2,5.2631578947,1.3333333333,8,21.052631579,50.666666667,11,28.947368421,34,17,44.736842105,12.333333333,2,5.2631578947,1,4,10.526315789,7.6666666667,7,18.421052632,13.333333333,18,47.368421053,57.333333333,12,31.578947368,29,3,7.8947368421,1.3333333333,6,15.789473684,22.666666667,10,26.315789474,18.666666667,8,21.052631579,31.333333333,10,26.315789474,25.666666667,15,39.473684211,56.666666667,10,26.315789474,29.666666667,4,10.526315789,25.333333333,2,5.2631578947,0.6666666667,14,36.842105263,33.333333333,24,23.684210526,9,42.666666667,50,19,74,71.052631579,27,0,0,0,1.7647058824,1.8513004641,0,0,4.9103250454,14.21055232,1.8513004641,4.5034965035,0,2.6264937707,1.9047619048,0.9523809524,19.730722659,0.70472491,"07/21/2004",2,NA,1.2,0.0201,0.71,"ROUGH_EST",".","Yes",NA
"324","OWW04440-0451",2004,112.62,12.65,0,0,14.15,1.45,0.89,494,0.68,"Yes","08/24/2004",8,"X",7.97," ",2440,"H8",3243.6,"H8",4.35," ",27,"H16",25," ",4.77,"H84",37.96," ",59," ",1.6," ",24718.4,"H199",5074.7,"H191",1184.6,"H189",100.4,"H190",2," ",28699.2," ",8.8," ",750.9," ",514," ",21.9," ",22.41," ",0.011,0.933,3072.969,26.889,3100.58,31080,32559.75,-1479.75,31078.08,0.12,-2.33,47.42,4298.47,2867.81,2," "," ","  ",1,"TRAIL CREEK","OK","WSA","Y","REACHWIDE","Y","S",27,"SPL",11090201,2.61,296,297,297,29,"TUBIFICIDAE-NA",36.332179931,67.474048443,76.816608997,2.1763161407,0.2064271261,6.5461279461,11,37.931034483,12.121212121,2,6.8965517241,28.61952862,0,0,0,1,3.4482758621,2.3569023569,3,10.344827586,30.976430976,5,17.24137931,39.393939394,2,6.8965517241,2.3569023569,4,13.793103448,13.131313131,0,0,0,4,13.793103448,2.6936026936,1,3.4482758621,1.0101010101,2,6.8965517241,36.026936027,6,20.689655172,13.131313131,12,41.379310345,81.481481481,10,34.482758621,17.508417508,3,10.344827586,1.0101010101,3,10.344827586,2.6936026936,2,6.8965517241,4.3771043771,20,68.965517241,53.535353535,7,24.137931034,41.414141414,1,3.4482758621,4.0404040404,3,10.344827586,10.774410774,14,48.275862069,14.814814815,7,24.137931034,31.313131313,4,13.793103448,38.383838384,11,37.931034483,51.515151515,6,20.689655172,13.468013468,5,17.24137931,11.447811448,2,6.8965517241,2.0202020202,8,27.586206897,29.62962963,14.814814815,13.793103448,4,29.62962963,62.068965517,18,60.942760943,86.206896552,25,0,0,1.4285714286,1.4285714286,1.2372286079,4.9550947999,2.8571428571,4.8166641738,27.87212216,4.6389761176,4.8166641738,2.8571428571,4.9550947999,1.3333333333,1.4285714286,33.382971184,1.07823944,"08/24/2004",NA,18,2.11,0.03141,1.109,"VEL_DEPTH",".","Yes",1246.0605
