"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10221050, SEN S/N: 10200857)","Current, mA (LGR S/N: 10221050, SEN S/N: 10200857)","Temp, °C (LGR S/N: 10221050, SEN S/N: 10213636)","RH, % (LGR S/N: 10221050, SEN S/N: 10213636)","DewPt, °C (LGR S/N: 10221050, SEN S/N: 10213636)","Temp, °C (LGR S/N: 10221050, SEN S/N: 10365531, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10221050, SEN S/N: 10365588, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10221050, SEN S/N: 10374515)","Wetness, % (LGR S/N: 10221050, SEN S/N: 10374901)","Solar Radiation, W/m² (LGR S/N: 10221050, SEN S/N: 10375649)"
19,2014-11-21 13:25:00,-0.1988,0.0000,21.318,46.500,9.4,22.872,21.079,0.0581,0.00,29.4
20,2014-11-21 13:30:00,-0.1988,0.0000,21.294,46.900,9.5,23.280,20.984,0.0574,0.00,29.4
21,2014-11-21 13:35:00,-0.1988,0.0000,21.056,47.200,9.4,22.848,20.889,0.0574,0.00,29.4
22,2014-11-21 13:40:00,-0.1988,0.0000,21.246,47.700,9.7,22.729,20.770,0.0570,0.00,29.4
23,2014-11-21 13:45:00,-0.1988,0.0000,20.936,48.300,9.6,22.011,20.627,0.0562,0.00,29.4
24,2014-11-21 13:50:00,-0.1988,0.0000,21.223,48.300,9.9,21.915,20.531,0.0570,0.00,26.9
25,2014-11-21 13:55:00,-0.1988,0.0000,21.246,47.500,9.7,21.724,20.484,0.0562,0.00,26.9
26,2014-11-21 14:00:00,-0.1988,0.0000,20.889,48.000,9.5,21.390,20.341,0.0562,0.00,24.4
27,2014-11-21 14:05:00,-0.1988,0.0000,20.627,47.900,9.2,21.151,20.246,0.0555,0.00,24.4
28,2014-11-21 14:10:00,-0.1988,0.0000,20.627,48.100,9.3,21.103,20.126,0.0555,0.00,23.1
29,2014-11-21 14:15:00,-0.1988,0.0000,20.603,48.300,9.3,21.032,20.055,0.0555,0.00,23.1
30,2014-11-21 14:20:00,-0.1988,0.0000,20.579,48.000,9.2,20.841,19.960,0.0547,0.00,23.1
31,2014-11-21 14:25:00,-0.1988,0.0000,20.650,48.000,9.3,20.746,19.888,0.0555,0.00,25.6
32,2014-11-21 14:30:00,-0.1988,0.0000,20.507,47.300,8.9,20.579,19.793,0.0547,0.00,26.9
33,2014-11-21 14:35:00,-0.1988,0.0000,20.507,47.100,8.9,20.460,19.722,0.0547,0.00,28.1
34,2014-11-21 14:40:00,-0.1988,0.0000,20.460,46.800,8.7,20.388,19.651,0.0544,0.00,30.6
35,2014-11-21 14:45:00,-0.1988,0.0000,20.365,47.100,8.7,20.222,19.555,0.0544,0.00,34.4
36,2014-11-21 14:50:00,-0.1988,0.0000,20.388,47.300,8.8,20.174,19.508,0.0544,0.00,36.9
37,2014-11-21 14:55:00,-0.1988,0.0000,20.436,47.700,9.0,20.150,19.484,0.0544,0.00,38.1
38,2014-11-21 15:00:00,-0.1988,0.0000,20.246,48.100,8.9,20.079,19.365,0.0544,0.00,38.1
39,2014-11-21 15:05:00,-0.1988,0.0000,20.269,48.000,8.9,20.055,19.365,0.0536,0.00,35.6
40,2014-11-21 15:10:00,-0.1988,0.0000,20.079,48.300,8.8,19.841,19.246,0.0536,0.00,33.1
41,2014-11-21 15:15:00,-0.1988,0.0000,19.912,48.400,8.7,19.674,19.199,0.0536,0.00,26.9
42,2014-11-21 15:20:00,-0.1988,0.0000,19.651,48.600,8.5,19.579,19.080,0.0528,0.00,18.1
43,2014-11-21 15:25:00,-0.1988,0.0000,19.436,49.200,8.5,19.389,18.985,0.0528,0.00,9.4
44,2014-11-21 15:30:00,-0.1988,0.0000,19.270,49.400,8.4,19.199,18.937,0.0536,0.00,6.9
45,2014-11-21 15:35:00,-0.1988,0.0000,19.151,50.300,8.6,19.175,18.866,0.0528,0.00,6.9
46,2014-11-21 15:40:00,-0.1988,0.0000,19.032,50.400,8.5,19.032,18.771,0.0528,0.00,6.9
47,2014-11-21 15:45:00,-0.1988,0.0000,18.937,50.700,8.5,18.913,18.723,0.0528,0.00,5.6
48,2014-11-21 15:50:00,-0.1988,0.0000,18.794,50.800,8.4,18.794,18.628,0.0528,0.00,5.6
49,2014-11-21 15:55:00,-0.1988,0.0000,18.604,50.900,8.3,18.652,18.557,0.0521,0.00,5.6
50,2014-11-21 16:00:00,-0.1988,0.0000,18.509,51.000,8.2,18.557,18.509,0.0521,0.00,4.4
51,2014-11-21 16:05:00,-0.1988,0.0000,18.366,51.500,8.2,18.438,18.390,0.0521,0.00,4.4
52,2014-11-21 16:10:00,-0.1988,0.0000,18.366,51.300,8.2,18.343,18.295,0.0521,0.00,4.4
53,2014-11-21 16:15:00,-0.1988,0.0000,18.390,50.600,8.0,18.247,18.224,0.0521,0.00,3.1
54,2014-11-21 16:20:00,-0.1988,0.0000,18.319,50.400,7.8,18.200,18.176,0.0521,0.00,3.1
55,2014-11-21 16:25:00,-0.1988,0.0000,18.247,50.600,7.8,18.057,18.105,0.0517,0.00,3.1
56,2014-11-21 16:30:00,-0.1988,0.0000,17.962,51.500,7.8,17.962,18.057,0.0517,0.00,1.9
57,2014-11-21 16:35:00,-0.1988,0.0000,17.724,51.900,7.7,17.867,18.033,0.0517,0.00,0.6
58,2014-11-21 16:40:00,-0.1988,0.0000,17.582,52.000,7.6,17.677,17.938,0.0517,0.00,0.6
59,2014-11-21 16:45:00,-0.1988,0.0000,17.368,52.300,7.5,17.582,17.867,0.0517,0.00,0.6
60,2014-11-21 16:50:00,-0.1988,0.0000,17.177,52.800,7.5,17.463,17.843,0.0517,0.00,0.6
61,2014-11-21 16:55:00,-0.1988,0.0000,17.082,52.700,7.4,17.344,17.748,0.0509,0.00,0.6
62,2014-11-21 17:00:00,-0.1988,0.0000,16.987,52.900,7.3,17.201,17.653,0.0509,0.00,0.6
63,2014-11-21 17:05:00,-0.1988,0.0000,16.987,52.700,7.3,17.058,17.582,0.0509,0.00,0.6
64,2014-11-21 17:10:00,-0.1988,0.0000,17.034,52.500,7.3,16.987,17.510,0.0509,0.00,0.6
65,2014-11-21 17:15:00,-0.1988,0.0000,17.011,52.500,7.2,17.011,17.439,0.0509,0.00,0.6
66,2014-11-21 17:20:00,-0.1988,0.0000,16.987,52.700,7.3,16.939,17.368,0.0509,0.00,0.6
67,2014-11-21 17:25:00,-0.1988,0.0000,16.963,52.700,7.3,16.796,17.320,0.0501,0.00,0.6
68,2014-11-21 17:30:00,-0.1988,0.0000,17.011,52.400,7.2,16.725,17.249,0.0501,0.00,0.6
69,2014-11-21 17:35:00,-0.1988,0.0000,17.034,52.200,7.2,16.630,17.201,0.0501,0.00,0.6
70,2014-11-21 17:40:00,-0.1988,0.0000,16.915,52.300,7.1,16.582,17.153,0.0501,0.00,0.6
71,2014-11-21 17:45:00,-0.1988,0.0000,16.701,52.700,7.0,16.511,17.106,0.0501,0.00,0.6
72,2014-11-21 17:50:00,-0.1988,0.0000,16.630,53.100,7.1,16.534,17.058,0.0501,0.00,0.6
73,2014-11-21 17:55:00,-0.1988,0.0000,16.415,53.700,7.0,16.392,17.011,0.0501,0.00,0.6
74,2014-11-21 18:00:00,-0.1988,0.0000,16.296,54.200,7.0,16.296,16.963,0.0501,0.00,0.6
75,2014-11-21 18:05:00,-0.1988,0.0000,16.368,54.200,7.1,16.320,16.915,0.0494,0.00,0.6
76,2014-11-21 18:10:00,-0.1988,0.0000,16.249,54.600,7.1,16.225,16.868,0.0494,0.00,0.6
77,2014-11-21 18:15:00,-0.1988,0.0000,16.129,55.000,7.1,16.153,16.820,0.0494,0.00,0.6
78,2014-11-21 18:20:00,-0.1988,0.0000,16.010,55.400,7.1,16.106,16.773,0.0494,0.00,0.6
79,2014-11-21 18:25:00,-0.1988,0.0000,15.891,55.700,7.1,16.106,16.701,0.0494,0.00,0.6
80,2014-11-21 18:30:00,-0.1988,0.0000,16.010,55.900,7.2,16.082,16.654,0.0494,0.00,0.6
81,2014-11-21 18:35:00,-0.1988,0.0000,16.034,56.000,7.3,16.106,16.606,0.0494,0.00,0.6
82,2014-11-21 18:40:00,-0.1988,0.0000,15.986,56.200,7.3,16.082,16.582,0.0494,0.00,0.6
83,2014-11-21 18:45:00,-0.1988,0.0000,15.915,56.300,7.2,16.034,16.558,0.0494,0.00,0.6
84,2014-11-21 18:50:00,-0.1988,0.0000,15.891,56.600,7.3,16.034,16.511,0.0490,0.00,0.6
85,2014-11-21 18:55:00,-0.1988,0.0000,15.986,56.800,7.4,16.034,16.463,0.0490,0.00,0.6
86,2014-11-21 19:00:00,-0.1988,0.0000,16.058,57.100,7.6,16.010,16.463,0.0494,0.00,0.6
87,2014-11-21 19:05:00,-0.1988,0.0000,16.129,57.300,7.7,16.010,16.415,0.0490,0.00,0.6
88,2014-11-21 19:10:00,-0.1988,0.0000,16.249,57.400,7.8,15.986,16.392,0.0490,0.00,0.6
89,2014-11-21 19:15:00,-0.1988,0.0000,16.249,57.400,7.8,15.939,16.415,0.0490,0.00,0.6
90,2014-11-21 19:20:00,-0.1988,0.0000,15.796,57.900,7.5,15.772,16.368,0.0490,0.00,0.6
91,2014-11-21 19:25:00,-0.1988,0.0000,15.629,58.800,7.6,15.652,16.344,0.0490,0.00,0.6
92,2014-11-21 19:30:00,-0.1988,0.0000,15.796,58.600,7.7,15.652,16.320,0.0490,0.00,0.6
93,2014-11-21 19:35:00,-0.1988,0.0000,15.676,58.600,7.6,15.605,16.296,0.0490,0.00,0.6
94,2014-11-21 19:40:00,-0.1988,0.0000,15.414,59.200,7.5,15.533,16.225,0.0490,0.00,0.6
95,2014-11-21 19:45:00,-0.1988,0.0000,15.414,59.600,7.6,15.581,16.201,0.0490,0.00,0.6
96,2014-11-21 19:50:00,-0.1988,0.0000,15.509,59.400,7.6,15.581,16.129,0.0490,0.00,0.6
97,2014-11-21 19:55:00,-0.1988,0.0000,15.557,58.900,7.6,15.509,16.129,0.0490,0.00,0.6
98,2014-11-21 20:00:00,-0.1988,0.0000,15.796,58.400,7.7,15.485,16.106,0.0490,0.00,0.6
99,2014-11-21 20:05:00,-0.1988,0.0000,15.509,58.400,7.4,15.414,16.082,0.0482,0.00,0.6
100,2014-11-21 20:10:00,-0.1988,0.0000,15.270,59.400,7.4,15.390,15.986,0.0490,0.00,0.6
101,2014-11-21 20:15:00,-0.1988,0.0000,14.792,60.500,7.2,15.247,15.963,0.0490,0.00,0.6
102,2014-11-21 20:20:00,-0.1988,0.0000,14.745,61.000,7.3,15.223,15.915,0.0482,0.00,0.6
103,2014-11-21 20:25:00,-0.1988,0.0000,14.912,60.300,7.3,15.151,15.891,0.0482,0.00,0.6
104,2014-11-21 20:30:00,-0.1988,0.0000,14.481,61.600,7.2,15.127,15.843,0.0482,0.00,0.6
105,2014-11-21 20:35:00,-0.1988,0.0000,14.314,62.400,7.2,15.055,15.819,0.0482,0.00,0.6
106,2014-11-21 20:40:00,-0.1988,0.0000,14.553,62.200,7.4,15.031,15.772,0.0482,0.00,0.6
107,2014-11-21 20:45:00,-0.1988,0.0000,15.031,60.800,7.5,15.008,15.748,0.0482,0.00,0.6
108,2014-11-21 20:50:00,-0.1988,0.0000,14.840,61.000,7.4,15.031,15.700,0.0482,0.00,0.6
109,2014-11-21 20:55:00,-0.1988,0.0000,15.151,60.200,7.5,15.055,15.748,0.0482,0.00,0.6
110,2014-11-21 21:00:00,-0.1988,0.0000,14.792,60.700,7.3,14.864,15.724,0.0482,0.00,0.6
111,2014-11-21 21:05:00,-0.1988,0.0000,14.098,62.700,7.1,14.792,15.605,0.0482,0.00,0.6
112,2014-11-21 21:10:00,-0.1988,0.0000,13.810,64.400,7.2,14.721,15.581,0.0474,0.00,0.6
113,2014-11-21 21:15:00,-0.1988,0.0000,13.738,64.700,7.2,14.745,15.557,0.0474,0.59,0.6
114,2014-11-21 21:20:00,-0.1988,0.0000,13.353,65.800,7.1,14.505,15.485,0.0474,1.76,0.6
115,2014-11-21 21:25:00,-0.1988,0.0000,13.137,67.100,7.2,14.529,15.414,0.0474,1.76,0.6
116,2014-11-21 21:30:00,-0.1988,0.0000,13.305,67.100,7.3,14.481,15.414,0.0474,1.18,0.6
117,2014-11-21 21:35:00,-0.1988,0.0000,13.546,66.500,7.4,14.409,15.390,0.0474,0.59,0.6
118,2014-11-21 21:40:00,-0.1988,0.0000,13.690,65.800,7.4,14.457,15.366,0.0474,0.59,0.6
119,2014-11-21 21:45:00,-0.1988,0.0000,13.642,66.000,7.4,14.385,15.318,0.0474,0.59,0.6
120,2014-11-21 21:50:00,-0.1988,0.0000,13.714,66.100,7.5,14.361,15.270,0.0474,0.59,0.6
121,2014-11-21 21:55:00,-0.1988,0.0000,13.738,66.000,7.5,14.170,15.199,0.0474,0.59,0.6
122,2014-11-21 22:00:00,-0.1988,0.0000,13.618,65.900,7.4,14.242,15.175,0.0474,0.59,0.6
123,2014-11-21 22:05:00,-0.1988,0.0000,13.618,66.100,7.4,14.218,15.175,0.0474,0.59,0.6
124,2014-11-21 22:10:00,-0.1988,0.0000,13.930,65.300,7.5,14.337,15.199,0.0474,0.00,0.6
125,2014-11-21 22:15:00,-0.1988,0.0000,14.242,64.100,7.6,14.361,15.175,0.0474,0.00,0.6
126,2014-11-21 22:20:00,-0.1988,0.0000,14.457,62.900,7.5,14.409,15.175,0.0474,0.00,0.6
127,2014-11-21 22:25:00,-0.1988,0.0000,14.290,62.800,7.3,14.409,15.151,0.0474,0.00,0.6
128,2014-11-21 22:30:00,-0.1988,0.0000,14.361,62.500,7.3,14.409,15.151,0.0474,0.00,0.6
129,2014-11-21 22:35:00,-0.1988,0.0000,14.433,62.000,7.3,14.433,15.127,0.0474,0.00,0.6
130,2014-11-21 22:40:00,-0.1988,0.0000,13.978,62.800,7.0,14.266,15.103,0.0470,0.00,0.6
131,2014-11-21 22:45:00,-0.1988,0.0000,13.738,63.800,7.0,14.242,15.079,0.0470,0.00,0.6
132,2014-11-21 22:50:00,-0.1988,0.0000,13.762,63.800,7.0,14.242,15.103,0.0470,0.00,0.6
133,2014-11-21 22:55:00,-0.1988,0.0000,13.666,64.100,7.0,14.242,15.079,0.0474,0.00,0.6
134,2014-11-21 23:00:00,-0.1988,0.0000,13.570,64.200,6.9,14.194,15.055,0.0470,0.00,0.6
135,2014-11-21 23:05:00,-0.1988,0.0000,13.594,64.900,7.1,14.218,15.008,0.0470,0.00,0.6
136,2014-11-21 23:10:00,-0.1988,0.0000,13.882,65.700,7.6,14.218,14.984,0.0470,0.00,0.6
137,2014-11-21 23:15:00,-0.1988,0.0000,14.074,65.200,7.7,14.218,15.008,0.0470,0.00,0.6
138,2014-11-21 23:20:00,-0.1988,0.0000,14.098,65.300,7.7,14.266,14.984,0.0470,0.00,0.6
139,2014-11-21 23:25:00,-0.1988,0.0000,14.314,65.400,7.9,14.266,14.984,0.0470,0.59,0.6
140,2014-11-21 23:30:00,-0.1988,0.0000,14.170,66.400,8.0,14.290,14.984,0.0470,0.59,0.6
141,2014-11-21 23:35:00,-0.1988,0.0000,14.194,67.200,8.2,14.314,15.008,0.0470,1.18,0.6
142,2014-11-21 23:40:00,-0.1988,0.0000,14.337,67.300,8.4,14.337,14.984,0.0470,1.18,0.6
143,2014-11-21 23:45:00,-0.1988,0.0000,14.481,66.600,8.4,14.337,14.984,0.0470,0.59,0.6
144,2014-11-21 23:50:00,-0.1988,0.0000,14.050,67.000,8.0,14.194,14.984,0.0470,2.35,0.6
145,2014-11-21 23:55:00,-0.1988,0.0000,13.377,68.600,7.7,14.050,14.912,0.0470,3.53,0.6
146,2014-11-22 00:00:00,-0.1988,0.0000,13.064,69.600,7.6,14.050,14.864,0.0470,2.94,0.6
147,2014-11-22 00:05:00,-0.1988,0.0000,13.377,69.500,7.9,14.098,14.840,0.0470,2.35,0.6
148,2014-11-22 00:10:00,-0.1988,0.0000,13.546,69.200,8.0,14.074,14.840,0.0470,2.35,0.6
149,2014-11-22 00:15:00,-0.1988,0.0000,13.497,69.300,8.0,14.098,14.816,0.0470,2.94,0.6
150,2014-11-22 00:20:00,-0.1988,0.0000,13.497,69.300,8.0,14.050,14.816,0.0470,2.94,0.6
151,2014-11-22 00:25:00,-0.1988,0.0000,13.329,70.100,8.0,14.050,14.840,0.0470,3.53,0.6
152,2014-11-22 00:30:00,-0.1988,0.0000,13.040,70.500,7.8,13.906,14.768,0.0470,6.47,0.6
153,2014-11-22 00:35:00,-0.1988,0.0000,13.040,71.100,7.9,13.978,14.768,0.0470,4.12,0.6
154,2014-11-22 00:40:00,-0.1988,0.0000,12.968,70.300,7.7,13.954,14.745,0.0470,3.53,0.6
155,2014-11-22 00:45:00,-0.1988,0.0000,12.847,70.200,7.6,13.834,14.697,0.0462,3.53,0.6
156,2014-11-22 00:50:00,-0.1988,0.0000,12.847,70.200,7.6,13.762,14.697,0.0470,2.94,0.6
157,2014-11-22 00:55:00,-0.1988,0.0000,12.847,69.700,7.5,13.738,14.649,0.0470,2.94,0.6
158,2014-11-22 01:00:00,-0.1988,0.0000,12.727,69.700,7.3,13.642,14.601,0.0470,3.53,0.6
159,2014-11-22 01:05:00,-0.1988,0.0000,12.509,71.000,7.4,13.546,14.529,0.0462,4.71,0.6
160,2014-11-22 01:10:00,-0.1988,0.0000,12.582,71.700,7.6,13.570,14.529,0.0462,5.88,0.6
161,2014-11-22 01:15:00,-0.1988,0.0000,12.654,72.000,7.8,13.497,14.505,0.0462,5.29,0.6
162,2014-11-22 01:20:00,-0.1988,0.0000,12.727,71.600,7.7,13.570,14.529,0.0462,4.71,0.6
163,2014-11-22 01:25:00,-0.1988,0.0000,12.896,70.300,7.6,13.594,14.529,0.0462,2.35,0.6
164,2014-11-22 01:30:00,-0.1988,0.0000,12.823,69.600,7.4,13.570,14.481,0.0462,2.35,0.6
165,2014-11-22 01:35:00,-0.1988,0.0000,13.040,69.400,7.6,13.449,14.457,0.0462,1.76,0.6
166,2014-11-22 01:40:00,-0.1988,0.0000,13.546,67.500,7.7,13.570,14.457,0.0462,0.00,0.6
167,2014-11-22 01:45:00,-0.1988,0.0000,13.882,65.700,7.6,13.594,14.481,0.0462,0.00,0.6
168,2014-11-22 01:50:00,-0.1988,0.0000,14.074,64.500,7.5,13.690,14.457,0.0462,0.00,0.6
169,2014-11-22 01:55:00,-0.1988,0.0000,14.050,64.000,7.4,13.690,14.457,0.0462,0.00,0.6
170,2014-11-22 02:00:00,-0.1988,0.0000,13.497,64.800,7.0,13.666,14.433,0.0462,0.00,0.6
171,2014-11-22 02:05:00,-0.1988,0.0000,13.209,65.600,6.9,13.618,14.433,0.0462,0.59,0.6
172,2014-11-22 02:10:00,-0.1988,0.0000,12.509,67.900,6.8,13.425,14.361,0.0462,2.35,0.6
173,2014-11-22 02:15:00,-0.1988,0.0000,12.122,69.500,6.7,13.305,14.314,0.0462,3.53,0.6
174,2014-11-22 02:20:00,-0.1988,0.0000,12.147,70.600,7.0,13.329,14.290,0.0462,2.94,0.6
175,2014-11-22 02:25:00,-0.1988,0.0000,12.896,69.300,7.4,13.401,14.290,0.0462,1.18,0.6
176,2014-11-22 02:30:00,-0.1988,0.0000,13.233,67.900,7.4,13.425,14.290,0.0462,0.59,0.6
177,2014-11-22 02:35:00,-0.1988,0.0000,13.329,67.100,7.4,13.449,14.314,0.0462,0.00,0.6
178,2014-11-22 02:40:00,-0.1988,0.0000,13.570,65.600,7.3,13.449,14.314,0.0462,0.00,0.6
179,2014-11-22 02:45:00,-0.1988,0.0000,13.714,63.100,6.8,13.449,14.290,0.0462,0.00,0.6
180,2014-11-22 02:50:00,-0.1988,0.0000,13.642,63.200,6.8,13.473,14.290,0.0462,0.00,0.6
181,2014-11-22 02:55:00,-0.1988,0.0000,13.810,63.300,7.0,13.449,14.290,0.0462,0.00,0.6
182,2014-11-22 03:00:00,-0.1988,0.0000,13.882,63.100,7.0,13.497,14.290,0.0462,0.00,0.6
183,2014-11-22 03:05:00,-0.1988,0.0000,14.026,62.500,7.0,13.497,14.290,0.0462,0.00,0.6
184,2014-11-22 03:10:00,-0.1988,0.0000,13.786,62.300,6.7,13.497,14.266,0.0462,0.00,0.6
185,2014-11-22 03:15:00,-0.1988,0.0000,13.690,62.100,6.6,13.497,14.266,0.0462,0.00,0.6
186,2014-11-22 03:20:00,-0.1988,0.0000,13.714,62.000,6.6,13.449,14.242,0.0462,0.00,0.6
187,2014-11-22 03:25:00,-0.1988,0.0000,13.810,61.400,6.5,13.449,14.194,0.0462,0.00,0.6
188,2014-11-22 03:30:00,-0.1988,0.0000,13.762,60.900,6.4,13.473,14.218,0.0462,0.00,0.6
189,2014-11-22 03:35:00,-0.1988,0.0000,13.762,60.600,6.3,12.678,14.290,0.0454,0.00,0.6
190,2014-11-22 03:40:00,-0.1988,0.0000,13.642,61.100,6.3,12.461,14.194,0.0454,0.00,0.6
191,2014-11-22 03:45:00,-0.1988,0.0000,13.618,61.300,6.3,12.413,14.146,0.0454,0.00,0.6
192,2014-11-22 03:50:00,-0.1988,0.0000,13.666,61.400,6.4,12.316,14.098,0.0454,0.00,0.6
193,2014-11-22 03:55:00,-0.1988,0.0000,13.714,61.400,6.4,12.292,14.074,0.0454,0.00,0.6
194,2014-11-22 04:00:00,-0.1988,0.0000,13.570,61.500,6.3,12.413,14.050,0.0454,0.00,0.6
195,2014-11-22 04:05:00,-0.1988,0.0000,13.425,62.300,6.4,12.437,13.978,0.0454,0.00,0.6
196,2014-11-22 04:10:00,-0.1988,0.0000,13.449,62.600,6.5,12.461,13.978,0.0454,0.00,0.6
197,2014-11-22 04:15:00,-0.1988,0.0000,13.594,62.500,6.6,12.558,13.954,0.0454,0.00,0.6
198,2014-11-22 04:20:00,-0.1988,0.0000,13.570,62.700,6.6,12.582,13.930,0.0454,0.00,0.6
199,2014-11-22 04:25:00,-0.1988,0.0000,13.762,62.500,6.7,12.630,13.930,0.0454,0.00,0.6
200,2014-11-22 04:30:00,-0.1988,0.0000,13.522,62.600,6.5,12.606,13.906,0.0454,0.00,0.6
201,2014-11-22 04:35:00,-0.1988,0.0000,12.944,63.500,6.2,12.558,13.858,0.0454,0.00,0.6
202,2014-11-22 04:40:00,-0.1988,0.0000,12.582,64.800,6.1,12.534,13.786,0.0454,0.00,0.6
203,2014-11-22 04:45:00,-0.1988,0.0000,12.461,65.600,6.2,12.389,13.738,0.0454,0.00,0.6
204,2014-11-22 04:50:00,-0.1988,0.0000,11.904,67.400,6.1,12.268,13.642,0.0454,1.76,0.6
205,2014-11-22 04:55:00,-0.1988,0.0000,11.686,67.800,5.9,12.219,13.618,0.0454,1.76,0.6
206,2014-11-22 05:00:00,-0.1988,0.0000,11.613,69.200,6.2,12.147,13.570,0.0454,2.35,0.6
207,2014-11-22 05:05:00,-0.1988,0.0000,11.419,69.400,6.0,12.122,13.546,0.0454,2.94,0.6
208,2014-11-22 05:10:00,-0.1988,0.0000,11.200,69.800,5.9,12.147,13.473,0.0446,2.35,0.6
209,2014-11-22 05:15:00,-0.1988,0.0000,11.637,69.000,6.2,12.122,13.449,0.0454,1.18,0.6
210,2014-11-22 05:20:00,-0.1988,0.0000,12.001,68.000,6.3,12.147,13.473,0.0446,0.59,0.6
211,2014-11-22 05:25:00,-0.1988,0.0000,12.437,66.400,6.4,12.171,13.497,0.0454,0.00,0.6
212,2014-11-22 05:30:00,-0.1988,0.0000,12.630,65.100,6.3,12.268,13.497,0.0446,0.00,0.6
213,2014-11-22 05:35:00,-0.1988,0.0000,12.727,64.500,6.2,12.316,13.473,0.0446,0.00,0.6
214,2014-11-22 05:40:00,-0.1988,0.0000,12.847,63.800,6.2,12.364,13.473,0.0446,0.00,0.6
215,2014-11-22 05:45:00,-0.1988,0.0000,12.364,64.500,5.9,12.147,13.449,0.0446,0.00,0.6
216,2014-11-22 05:50:00,-0.1988,0.0000,12.098,65.800,5.9,12.122,13.377,0.0446,0.00,0.6
217,2014-11-22 05:55:00,-0.1988,0.0000,12.219,65.300,5.9,12.147,13.377,0.0446,0.00,0.6
218,2014-11-22 06:00:00,-0.1988,0.0000,11.589,67.400,5.8,12.050,13.305,0.0446,1.18,0.6
219,2014-11-22 06:05:00,-0.1988,0.0000,11.953,66.700,6.0,12.098,13.329,0.0446,0.00,0.6
220,2014-11-22 06:10:00,-0.1988,0.0000,12.364,65.100,6.0,12.171,13.353,0.0446,0.00,0.6
221,2014-11-22 06:15:00,-0.1988,0.0000,12.413,64.800,6.0,12.219,13.353,0.0446,0.00,0.6
222,2014-11-22 06:20:00,-0.1988,0.0000,12.654,64.100,6.1,12.292,13.353,0.0446,0.00,0.6
223,2014-11-22 06:25:00,-0.1988,0.0000,12.630,63.900,6.0,12.340,13.353,0.0446,0.00,0.6
224,2014-11-22 06:30:00,-0.1988,0.0000,12.727,63.300,5.9,12.389,13.377,0.0446,0.00,0.6
